,ASDC,B Cell,CD1C,CLEC9A,Eccrine,Endothelial Cell,Fibroblast,Keratinocyte,LC,MDSC,Mac,Melanocyte,Multiplet,NK,PDC,Pilosebaceous,TSK,Tcell,Tumor_KC_Basal,Tumor_KC_Cyc,Tumor_KC_Diff
42x24,0.019188387,0.00907241,0.122603446,0.05204963,0.0026537294,0.0036371215,0.014261693,0.24922769,0.068413705,0.01265968,0.085194826,0.031161899,0.015929023,0.00520926,0.039521847,0.054059297,0.026288038,0.028393505,0.050196804,0.03556637,0.07471172
42x26,0.020663004,0.009239208,0.11934607,0.05296147,0.002789255,0.003415961,0.014408005,0.24767439,0.07553908,0.012337196,0.08255372,0.03172186,0.014735094,0.0055418042,0.044336982,0.047789756,0.027362311,0.02506711,0.053626902,0.034506027,0.074384816
42x28,0.015914973,0.009327835,0.1255184,0.033154607,3.2117327e-06,0.0006847078,0.014754966,0.2478981,0.07102073,0.014255502,0.0969655,0.042237684,0.01683801,0.0027551865,0.026491506,0.063874125,0.020758182,0.033332814,0.051197782,0.03253856,0.080477625
42x30,0.009420773,0.009082842,0.112167224,0.021015013,3.4844375e-06,0.0032455141,0.020333214,0.23851448,0.07753357,0.021155166,0.09891598,0.05477668,0.04016108,0.0015673346,0.008626041,0.0655193,0.007872832,0.045778245,0.046544787,0.028688582,0.08907793
42x32,0.0128770005,0.013054332,0.10481496,0.022851428,1.564503e-05,0.004365718,0.024522481,0.21677415,0.076158315,0.021899337,0.09767331,0.056937892,0.032721594,0.0038914476,0.009472918,0.06828422,0.010889514,0.05069001,0.046254057,0.037923884,0.08792783
42x34,0.01731474,0.012089307,0.116719455,0.033321965,1.5220027e-05,0.013264592,0.030729843,0.22389582,0.06769036,0.013418621,0.08981206,0.031810313,0.022848012,0.0063447426,0.022088358,0.058430023,0.013051858,0.04587489,0.055554047,0.033258397,0.09246734
42x36,0.020199385,0.011909673,0.11912467,0.03274726,8.539059e-06,0.0079691345,0.04279314,0.21928729,0.07345934,0.011667229,0.08837916,0.025815131,0.018432971,0.006836414,0.023107205,0.05637274,0.010997275,0.047215454,0.054988,0.034556493,0.09413347
42x38,0.010668635,0.011059723,0.11447058,0.025397062,5.6871554e-06,0.0084103765,0.042868312,0.22109048,0.06077702,0.013038567,0.10158349,0.020933313,0.028009182,0.0066782995,0.014489564,0.068219535,0.018189043,0.06787174,0.045872603,0.026217235,0.094149545
42x40,0.013134477,0.013043902,0.120375715,0.026409809,0.0006039753,0.00791963,0.045566116,0.23530637,0.06743895,0.014032452,0.093202405,0.028504618,0.017457442,0.008711618,0.0197654,0.06009069,0.009842317,0.056244705,0.047053784,0.02727616,0.08801936
42x42,0.018624788,0.008037092,0.12865041,0.03746426,7.773668e-06,0.013358623,0.034336995,0.2254196,0.0718114,0.012311302,0.09473723,0.029514296,0.013081081,0.005768361,0.021949371,0.054306254,0.010773311,0.05083856,0.054760672,0.027952319,0.08629624
42x44,0.015270562,0.011364351,0.12872419,0.028642995,1.06188145e-05,0.0039025585,0.028077366,0.23222664,0.069046274,0.01795343,0.10563716,0.040989336,0.013477444,0.006484445,0.016680254,0.06372437,0.012737123,0.044856198,0.04964787,0.027790166,0.08275671
42x46,0.014504065,0.01005122,0.12654161,0.03128585,3.4760484e-05,0.0023185904,0.03057886,0.23951602,0.07576686,0.015104289,0.10205668,0.034227196,0.01349668,0.006289131,0.0234042,0.05987367,0.012943635,0.044365637,0.048938256,0.027321989,0.08138087
42x48,0.0137220435,0.0064177443,0.13094072,0.02995869,2.4171134e-06,1.9617148e-05,0.029808084,0.25545505,0.074983485,0.0117151,0.104916714,0.027677726,0.011188503,0.0036065017,0.031004788,0.057113767,0.011894582,0.04277215,0.047566943,0.027361441,0.08187396
42x50,0.01783204,0.008840795,0.12317109,0.03555437,0.002259633,0.0059745098,0.028535374,0.24336882,0.08069168,0.012798696,0.09468206,0.026893908,0.014096119,0.0067281057,0.03453152,0.050241582,0.016376091,0.042264845,0.049067803,0.027817883,0.07827299
43x25,0.021553317,0.0091115255,0.11840911,0.052742876,0.0030264654,0.0037584093,0.012378485,0.25389922,0.07348111,0.011682477,0.08446964,0.031656496,0.014484929,0.0056786695,0.044644706,0.048776917,0.028765598,0.025162252,0.05235845,0.032824006,0.07113533
43x27,0.01916846,0.007152178,0.12711932,0.040464252,3.4556756e-06,4.3796776e-05,0.012375293,0.2540443,0.0733161,0.011930339,0.09454346,0.036993757,0.013186528,0.0021646114,0.033761486,0.05688943,0.02400317,0.029509822,0.050580956,0.03376454,0.07898467
43x29,0.014427647,0.013094208,0.113082044,0.02738799,0.002395369,0.003713351,0.017784022,0.22661874,0.06956017,0.022072194,0.10151194,0.050028414,0.032043666,0.004980259,0.016143335,0.06526824,0.017067043,0.04032792,0.04751704,0.032148764,0.082827635
43x31,0.008573269,0.009653592,0.10352784,0.022248037,2.3400667e-06,0.0016117455,0.012480672,0.22920097,0.08762817,0.02931012,0.10085801,0.07352074,0.030780463,0.001221103,0.005550344,0.06249954,0.007871454,0.038063947,0.044989523,0.037517965,0.092890084
43x33,0.014612996,0.016124139,0.113814086,0.027814088,0.001500622,0.0050123003,0.024679346,0.22043586,0.07352489,0.017596783,0.09441814,0.046497256,0.027834585,0.0049822847,0.018251898,0.06182866,0.014399283,0.04290207,0.05035712,0.03453193,0.088881716
43x35,0.018880539,0.011823687,0.12014746,0.029588584,0.0010925774,0.015057203,0.028560108,0.21971044,0.06887129,0.016363679,0.09149952,0.037355777,0.020231199,0.0072263097,0.01872525,0.05821155,0.012940884,0.046282984,0.05394206,0.03177513,0.09171377
43x37,0.0156054525,0.008432448,0.12067443,0.023218695,1.0038169e-05,0.019105107,0.03781555,0.22091822,0.060010813,0.013009965,0.09300882,0.020654188,0.027739905,0.0063948375,0.031239837,0.05386415,0.0106397355,0.058656387,0.050716948,0.029675806,0.0986087
43x39,0.00937933,0.027425405,0.12185336,0.017763097,0.0013961747,0.01510625,0.049540527,0.24335931,0.05469406,0.01111354,0.08194231,0.017022448,0.026198521,0.027861955,0.034346826,0.048022658,0.009327363,0.038840193,0.04247391,0.029522412,0.092810355
43x41,0.011529072,0.015050812,0.11984825,0.02764225,1.4031709e-05,0.004307974,0.04216035,0.23292843,0.07151371,0.011776572,0.08582617,0.027674535,0.016583327,0.0055838083,0.034015827,0.05856998,0.009439684,0.05538026,0.0493019,0.029482545,0.09137044
43x43,0.016163005,0.01126455,0.12898879,0.034851152,1.866474e-05,0.0034507522,0.031055858,0.22846876,0.071900755,0.01349064,0.098053955,0.03392731,0.012534118,0.007091888,0.025021102,0.05785061,0.012751249,0.043263286,0.053276896,0.030069726,0.08650692
43x45,0.017262211,0.01014214,0.12804332,0.03172721,5.065139e-05,0.0023602995,0.028712614,0.23379204,0.0744929,0.017054683,0.1033599,0.033636943,0.012899911,0.007247096,0.024370052,0.06086125,0.013696956,0.04274288,0.050101582,0.029398322,0.078047104
43x47,0.016880084,0.009328239,0.12744935,0.032024797,0.0016861211,0.0026432192,0.02911495,0.23926239,0.07225412,0.0155595485,0.101786084,0.032706607,0.013848058,0.0073984326,0.02790151,0.058002092,0.013925824,0.041843437,0.049322076,0.027714677,0.07934838
43x49,0.016153378,0.00932303,0.12408514,0.03394689,0.00184369,0.0030361114,0.0263773,0.23851538,0.07898421,0.015379098,0.10190955,0.03329466,0.012712979,0.0068117375,0.030848674,0.055065006,0.01584745,0.040560715,0.04911573,0.027386075,0.07880318
44x28,0.016906098,0.012937378,0.117013924,0.031650998,0.0024284571,0.003399063,0.015891597,0.22993346,0.07101408,0.0186043,0.0988064,0.04582208,0.023084175,0.0060363566,0.02531359,0.06159489,0.022253875,0.03531083,0.046884228,0.033905268,0.081208974
44x30,0.007821413,0.011984248,0.09965976,0.021131556,4.8761844e-06,0.0019860896,0.012302545,0.23772457,0.091651246,0.025495708,0.10630184,0.062162496,0.054115172,0.001316613,0.0073511717,0.058760803,0.008601882,0.035396766,0.037987206,0.029736154,0.08850792
44x32,0.007714523,0.011178843,0.09553339,0.023915887,7.003669e-06,0.0027366395,0.011414876,0.24252662,0.08823139,0.02289363,0.11090273,0.07008157,0.05473631,0.0021385434,0.0071104974,0.05129172,0.0076628723,0.02918065,0.03980957,0.033878185,0.08705463
44x34,0.010428311,0.01813494,0.106740505,0.021539379,2.209451e-06,0.0016172215,0.019553374,0.22437239,0.084164195,0.024072194,0.10409236,0.057724588,0.023525544,0.0020186543,0.009321055,0.06744348,0.0109645,0.043670382,0.049131196,0.032346696,0.08913682
44x36,0.0145832915,0.011823443,0.114050224,0.02650067,0.0012528588,0.012769283,0.030219961,0.21655203,0.076644145,0.017457403,0.090462126,0.043475308,0.026049403,0.006524882,0.017004274,0.056745775,0.011055964,0.048095375,0.052781846,0.02967559,0.09627608
44x38,0.011678871,0.011513641,0.117987685,0.02380377,1.4567996e-05,0.015247104,0.03148266,0.22806236,0.05986269,0.014287373,0.091215834,0.025300805,0.03754408,0.007833446,0.02989188,0.05417607,0.010056977,0.05731889,0.048527963,0.03058421,0.09360913
44x40,0.012822909,0.015966672,0.11670763,0.021423604,1.2367964e-05,0.004722927,0.041795164,0.23363347,0.06874586,0.014601138,0.090551816,0.036535054,0.021919418,0.0080666635,0.016700098,0.0622472,0.010426751,0.056467183,0.04886211,0.028295195,0.08949684
44x42,0.014404714,0.01323683,0.122334026,0.02929533,7.794669e-06,0.002269708,0.034570385,0.22836429,0.07022527,0.01465069,0.099447295,0.035759605,0.015628535,0.0071962387,0.019712515,0.06276738,0.011720322,0.049205672,0.050279573,0.028586961,0.09033686
44x44,0.0153140575,0.011124344,0.12605742,0.029409708,0.0007899772,0.0027896604,0.03460678,0.23338549,0.07064505,0.01667147,0.100517526,0.031276986,0.013006375,0.0108044855,0.019873364,0.060339797,0.012097988,0.045770932,0.050151788,0.029635478,0.085731365
44x46,0.013611658,0.00707839,0.13433895,0.028453158,2.3210675e-06,2.6916114e-05,0.027141657,0.25027642,0.073022306,0.014130262,0.107574865,0.03253879,0.010552092,0.008981746,0.022356462,0.06040563,0.011736824,0.040038843,0.050558805,0.027112247,0.08006161
44x48,0.018750746,0.009029403,0.12624532,0.03423634,0.0024586818,0.003192826,0.025355149,0.24497704,0.07568893,0.013337837,0.09824188,0.028513648,0.012784319,0.008003473,0.039246567,0.05138687,0.01801906,0.03634386,0.050460566,0.027656915,0.076070584
45x31,0.012572817,0.014740832,0.109772705,0.023615552,0.0022927325,0.010298495,0.015274865,0.21919133,0.06592868,0.02378112,0.105530985,0.053095266,0.045970548,0.004895498,0.010951996,0.06512376,0.011138324,0.04600705,0.042485684,0.031039948,0.086291716
45x33,0.009585106,0.010769031,0.088183224,0.023043998,0.0029860977,0.004213109,0.012831214,0.21100049,0.11584336,0.038635794,0.08500347,0.09136261,0.021584123,0.004533069,0.008548156,0.051700123,0.010255001,0.03176883,0.043287832,0.05204758,0.08281774
45x35,0.008139399,0.010259672,0.0876354,0.0233056,1.0018173e-05,0.003078299,0.011562777,0.22616085,0.13786337,0.026339462,0.07933845,0.090444714,0.035879593,0.0029400059,0.006401571,0.050797958,0.006981661,0.026136648,0.054407973,0.030092668,0.08222389
45x37,0.015211711,0.018306544,0.11236639,0.026695577,0.0011801871,0.0054895394,0.024077997,0.21298464,0.06956917,0.018235967,0.09895864,0.04470615,0.031096062,0.005130067,0.020368773,0.05957366,0.013163855,0.047008395,0.04998281,0.034321163,0.09157271
45x39,0.012077661,0.011611053,0.1147241,0.019192182,0.0020519532,0.0056337686,0.031839926,0.23503247,0.07273376,0.022057839,0.09156253,0.05679765,0.030902201,0.0053956388,0.0115256505,0.057261888,0.008694054,0.05595404,0.045607686,0.026820408,0.08252354
45x41,0.012829748,0.01610291,0.11683766,0.022139464,1.1314485e-05,0.0024672484,0.037218213,0.23159096,0.07145996,0.016350294,0.09473348,0.038232453,0.025244199,0.0054904767,0.012206802,0.066626266,0.0100801345,0.056328032,0.04803926,0.027093662,0.08891748
45x43,0.015234943,0.012461773,0.12281132,0.025117574,0.0014586628,0.0035332332,0.033612777,0.23440981,0.06851395,0.016716648,0.10221419,0.03696038,0.015363315,0.008192486,0.015784519,0.06520137,0.012075359,0.049454227,0.04864437,0.027070707,0.085168466
45x45,0.01557555,0.009805639,0.12510134,0.026548555,0.001853706,0.0043994696,0.030819926,0.22921628,0.064825475,0.016376596,0.112808846,0.026902797,0.012411299,0.03824078,0.018239405,0.052964266,0.016904378,0.02981317,0.054836724,0.032303352,0.08005248
46x32,0.012770963,0.013959509,0.10715776,0.027318934,0.0018145381,0.0043071327,0.015691528,0.21636628,0.07991155,0.025344163,0.09882338,0.06333026,0.029057587,0.004465635,0.017201614,0.06112317,0.013519882,0.037034724,0.048744816,0.035364732,0.08669186
46x34,0.007880829,0.009365066,0.09205605,0.020181356,5.848407e-06,0.0015064545,0.009991136,0.23029739,0.10643937,0.03759586,0.1023942,0.09345927,0.020762186,0.0020052826,0.005802085,0.05151932,0.00686445,0.030724075,0.04708994,0.033128913,0.090930864
46x36,0.0068137757,0.016795164,0.09652581,0.02039029,2.514545e-06,0.00045721556,0.009044304,0.23150955,0.09452774,0.031675033,0.091873035,0.08031887,0.058658876,0.0013777757,0.0054289037,0.048140883,0.0061368006,0.030256217,0.042807147,0.03452998,0.092730016
46x38,0.011822236,0.01482777,0.1137967,0.019410556,2.8151162e-06,0.0004211386,0.022939488,0.22625655,0.06928893,0.02195654,0.10710822,0.048006132,0.032426987,0.0017909079,0.009843022,0.06862455,0.010421403,0.05685848,0.048813358,0.028503941,0.0868802
46x40,0.008772438,0.010185786,0.11142453,0.021433374,0.0023460104,0.0036659103,0.018588483,0.23109993,0.08722975,0.03426245,0.08285771,0.07200068,0.043503277,0.004497654,0.0074523427,0.051362604,0.008100569,0.042719882,0.042327933,0.027723396,0.08844521
46x42,0.0130005665,0.012677392,0.12158016,0.022889499,0.0020466524,0.003808529,0.030339226,0.23872305,0.070170626,0.018178472,0.09561637,0.044503305,0.019175677,0.006234035,0.012368146,0.06728331,0.012366755,0.0502005,0.04861463,0.027027836,0.08319521
46x44,0.015212312,0.006041241,0.13522726,0.02751383,1.979941e-06,0.006986291,0.025952976,0.2384152,0.072204046,0.012396725,0.10473772,0.03378058,0.011556021,0.008499141,0.019669998,0.059085753,0.0116335405,0.04275347,0.05283097,0.028481996,0.08701898
46x46,0.016740404,0.00926553,0.12929969,0.03177795,0.0021060943,0.0046075135,0.026274439,0.2300012,0.07102898,0.015997823,0.10374076,0.035200574,0.013635764,0.012155295,0.026686074,0.056231435,0.014548053,0.038144805,0.053231403,0.029254396,0.08007187
47x35,0.009260512,0.011359007,0.105949774,0.022177363,0.0034626669,0.004390462,0.0139984125,0.21705423,0.09497355,0.029479938,0.1028857,0.08289737,0.028837925,0.005718612,0.0077188453,0.0487603,0.008959425,0.032206424,0.05027425,0.028581688,0.09105358
47x37,0.010006672,0.013432889,0.0864745,0.021477029,0.003234171,0.003594774,0.013155586,0.21859187,0.09304807,0.03507845,0.0977531,0.07560972,0.055771478,0.0046841744,0.008381604,0.047980282,0.008800477,0.03340087,0.0436093,0.041426975,0.08448802
47x39,0.009242388,0.010367597,0.11664732,0.02325655,2.7458768e-06,3.212263e-05,0.021108875,0.2226216,0.0764956,0.0233225,0.101968296,0.05924943,0.024572993,0.0019108086,0.008644296,0.06716294,0.0101101585,0.049144313,0.05046675,0.028968101,0.09470465
47x41,0.0072130635,0.008445566,0.12138619,0.021139704,5.4410016e-06,0.0023994157,0.0155878775,0.2481556,0.10234774,0.024969637,0.08509274,0.08669466,0.022023784,0.0032474948,0.006102412,0.056494873,0.007374914,0.033525754,0.036023777,0.024892004,0.0868773
47x43,0.014218558,0.012921475,0.12411849,0.026531452,0.0021820765,0.0045436644,0.02557555,0.22499608,0.07008251,0.01885826,0.10199316,0.04462019,0.020713575,0.0067561534,0.01729547,0.06196918,0.012777746,0.046218935,0.050230306,0.027790092,0.08560713
47x45,0.017629923,0.0088391295,0.12660633,0.031615715,0.0015855402,0.0047390168,0.024704138,0.22269855,0.07587576,0.015111955,0.10320222,0.03936053,0.015695967,0.008031006,0.027257,0.053940374,0.013324468,0.03959951,0.05468649,0.03081545,0.084680915
48x36,0.012335254,0.016437832,0.10861312,0.025810577,0.0020220224,0.0026890363,0.017800318,0.21320407,0.077910766,0.026228312,0.09705953,0.06377569,0.031665154,0.0056652627,0.013449027,0.057271186,0.011937072,0.039181016,0.05129399,0.034240898,0.09140993
48x38,0.009793655,0.012485819,0.11540301,0.024221024,2.9741316e-06,1.6889662e-05,0.017598208,0.2195596,0.07765613,0.024861127,0.10323069,0.060211267,0.024344118,0.002505649,0.010796882,0.06527137,0.010567942,0.045171082,0.049713768,0.03421903,0.092369676
48x40,0.010294721,0.010608062,0.110339835,0.024946261,0.0022528064,0.003428129,0.027554136,0.21594512,0.07578761,0.02228922,0.10238057,0.05312619,0.026792044,0.004347976,0.009178069,0.06885889,0.012961942,0.05471657,0.045177102,0.029530294,0.089484476
48x42,0.0072742533,0.007933684,0.11437922,0.021482639,2.9537907e-06,0.003606987,0.013516466,0.23696756,0.07839486,0.027715014,0.107474715,0.0641436,0.041665923,0.0015659551,0.0063263946,0.058517765,0.0064997533,0.043528218,0.042214993,0.025497109,0.09129195
48x44,0.013351554,0.00780464,0.12749955,0.02888151,1.9910467e-06,4.435886e-05,0.018264044,0.23994873,0.08163205,0.014397932,0.107858464,0.043239996,0.019085014,0.0030399053,0.023365516,0.05589077,0.010499608,0.038216215,0.050951693,0.029434046,0.086592354
49x39,0.012673301,0.013330727,0.1166954,0.026849698,0.0021782105,0.0027336883,0.01983333,0.20933409,0.06938036,0.023440577,0.104089275,0.05617412,0.021320546,0.005825208,0.01565275,0.068453684,0.015147196,0.046255764,0.049672626,0.031002173,0.08995733
49x41,0.008699743,0.011799939,0.12099902,0.021827059,2.9545286e-06,0.00017701798,0.019768625,0.22868825,0.07441663,0.022042908,0.10639183,0.0567662,0.024078406,0.0019364065,0.007903785,0.07104478,0.009360559,0.049573097,0.046938635,0.026014278,0.09156984
49x43,0.009356331,0.008131216,0.11854126,0.021676429,8.9079285e-06,0.0024122277,0.0125113875,0.26161844,0.077665895,0.024957348,0.10578535,0.07072416,0.037991136,0.0034285206,0.011156367,0.04722999,0.008457453,0.029719999,0.039105054,0.027209112,0.08231337
49x45,0.016740022,0.010413717,0.1257059,0.029952258,0.0019353604,0.0033923204,0.017917046,0.22947231,0.07417029,0.019228866,0.103609435,0.04965877,0.020838588,0.006311063,0.026916355,0.05326197,0.013962722,0.035254333,0.049313117,0.0289887,0.08295681
50x42,0.012712065,0.012119392,0.11503394,0.025836919,0.0018458144,0.0031684423,0.015995532,0.22013567,0.07172059,0.02524861,0.10827297,0.059721585,0.02503611,0.0051514124,0.014407434,0.0625023,0.013054586,0.04156864,0.047787037,0.029133558,0.08954746
50x44,0.012180509,0.009731262,0.105571486,0.0241217,0.0023197413,0.0032390738,0.012633943,0.23285073,0.076733984,0.026697487,0.10992679,0.06530918,0.039911408,0.004803978,0.012707576,0.052815326,0.010265047,0.037471358,0.046871036,0.02943791,0.084400564
