,ASDC,B Cell,CD1C,CLEC9A,Eccrine,Endothelial Cell,Fibroblast,Keratinocyte,LC,MDSC,Mac,Melanocyte,Multiplet,NK,PDC,Pilosebaceous,TSK,Tcell,Tumor_KC_Basal,Tumor_KC_Cyc,Tumor_KC_Diff
7x45,0.01595948,0.011536141,0.12253992,0.038318742,0.0028351867,0.0040063476,0.023536107,0.23701051,0.07360218,0.014888879,0.105100304,0.031030806,0.013924183,0.006993594,0.032809235,0.052822746,0.017932503,0.03852131,0.050622966,0.030660367,0.07534846
8x30,0.009080565,0.021598253,0.103336066,0.020333868,6.6916014e-06,0.0049525113,0.023882488,0.19622841,0.05604716,0.023405666,0.10668745,0.03223088,0.04405104,0.011175711,0.010478343,0.061135806,0.036375836,0.055201255,0.0515529,0.043260362,0.08897873
8x32,0.009285522,0.010739929,0.098036006,0.013256395,1.3605917e-05,0.021160923,0.040163554,0.22463562,0.068455204,0.020181846,0.09734586,0.017804243,0.0436052,0.020215526,0.012310447,0.04802723,0.018515673,0.069891125,0.05546949,0.029204609,0.08168202
8x34,0.009438078,0.015047117,0.10215642,0.018322427,0.0022778232,0.0063896137,0.034345157,0.22050801,0.05432101,0.024668349,0.106785096,0.027305372,0.046664692,0.0059949746,0.006942511,0.07004518,0.01566132,0.072063565,0.046395183,0.033354472,0.081313565
8x36,0.008285234,0.019732697,0.10389407,0.020850679,2.070451e-06,0.00059607363,0.033046793,0.21975124,0.05362817,0.024307964,0.118204825,0.01910348,0.042540163,0.008013669,0.009194102,0.066330925,0.014676085,0.063272476,0.050155587,0.037204225,0.087209515
8x38,0.013753326,0.026289294,0.107694685,0.025623178,0.0018873753,0.0049442207,0.035415806,0.19771773,0.05940088,0.019151479,0.10872142,0.024026752,0.033697344,0.0071828067,0.015185937,0.06353608,0.014904362,0.057859007,0.051196653,0.04081142,0.091000274
8x44,0.017777257,0.01090603,0.1213595,0.04356353,0.0019847336,0.0038156577,0.02723866,0.2338648,0.078291364,0.014072091,0.10025484,0.0289513,0.012308369,0.008797515,0.03304483,0.05096154,0.018119967,0.0367965,0.049320374,0.03123906,0.077332124
8x46,0.015905542,0.012517724,0.120384365,0.03456938,0.0031246194,0.004316879,0.02730838,0.23754796,0.072880656,0.017010618,0.10528109,0.035332385,0.014169724,0.0070525506,0.024741659,0.05834786,0.015047484,0.04206186,0.048590496,0.02894176,0.07486703
9x29,0.0129798865,0.022564244,0.10248136,0.029230632,0.0012711752,0.0030296694,0.023495862,0.19583051,0.052914333,0.018480195,0.10193643,0.025163125,0.051173434,0.005432095,0.017112808,0.05390023,0.03681937,0.052091055,0.05668075,0.050314527,0.08709823
9x31,0.01000066,0.013164526,0.09999269,0.018980613,0.0027576822,0.013026507,0.029261881,0.22320876,0.05849622,0.024287855,0.098931774,0.034146577,0.035190657,0.011013402,0.008616337,0.059189934,0.02107576,0.0637382,0.05057031,0.03980272,0.08454691
9x33,0.009741303,0.011531717,0.09844561,0.01652939,0.0018235946,0.009774222,0.035528578,0.21802458,0.05586665,0.022996677,0.10938729,0.020536015,0.04321929,0.00873584,0.0066090515,0.058221832,0.03096258,0.07540871,0.050375998,0.034424685,0.08185642
9x35,0.009988101,0.018188149,0.099672556,0.020172402,0.003232364,0.006695214,0.035102796,0.22873597,0.0535484,0.024277864,0.106651165,0.025700497,0.044810086,0.006874909,0.008206001,0.071071185,0.01133026,0.069122426,0.042561382,0.03413195,0.07992643
9x37,0.014095929,0.032484498,0.10169147,0.02538544,0.0020700784,0.0041220495,0.04340838,0.20486194,0.0585723,0.017271312,0.10726986,0.016900038,0.033378117,0.008145194,0.01270002,0.06380109,0.014744251,0.06328744,0.051157255,0.035081822,0.08957157
9x39,0.023104187,0.01853818,0.116474956,0.022568755,2.535088e-06,0.015597982,0.047665693,0.22242486,0.066873625,0.011197902,0.09471223,0.019288702,0.026127385,0.005145202,0.008799755,0.056765247,0.008621376,0.060067523,0.049670167,0.0299395,0.09641417
9x41,0.016629022,0.014105227,0.11764237,0.037288543,0.001214486,0.007380407,0.0352819,0.21610163,0.073574066,0.013481184,0.10033633,0.023966959,0.017573316,0.008153736,0.025499694,0.053696282,0.014568422,0.047534246,0.054413147,0.03388211,0.087676935
9x43,0.017383577,0.011175203,0.124969065,0.0391315,0.0021084049,0.009025581,0.028205734,0.2308531,0.07281368,0.014485708,0.09920266,0.030032035,0.01312252,0.0076565733,0.028501047,0.053582326,0.016607044,0.040464472,0.051002722,0.03132784,0.078349195
9x45,0.014086735,0.008737245,0.12461645,0.03499808,3.7590657e-06,0.00052821706,0.028625669,0.2510248,0.08035023,0.013624795,0.10557272,0.03275636,0.010790903,0.0039286325,0.02342528,0.057320874,0.013454655,0.0420608,0.049315795,0.028647833,0.07613014
9x47,0.010213364,0.008235201,0.130229,0.02925572,1.6159253e-06,1.0133281e-05,0.023395794,0.26622894,0.070399754,0.012911862,0.118119135,0.031692807,0.015591499,0.0010854229,0.019350216,0.060297064,0.010954962,0.04282942,0.046554618,0.02458964,0.07805378
9x49,0.016907062,0.01079242,0.12318696,0.03867001,0.0033176008,0.004501276,0.024835246,0.2408815,0.072319254,0.014650022,0.10119298,0.028390115,0.014493166,0.006544373,0.040605538,0.053429417,0.017501453,0.03785906,0.047903698,0.028875183,0.07314361
10x26,0.016127191,0.01341478,0.10935212,0.030595614,0.001825666,0.0051828884,0.03322127,0.20212348,0.06803603,0.017246326,0.08118773,0.027329888,0.038903404,0.004053146,0.01622215,0.055412963,0.015440367,0.041856628,0.054001737,0.083616756,0.08484988
10x28,0.008589493,0.012638482,0.111626446,0.030231988,2.3077218e-06,0.0020611389,0.026651949,0.22049554,0.067034245,0.020376993,0.087679476,0.041139476,0.03260612,0.0019590734,0.008535282,0.061734006,0.01584747,0.04871546,0.06152104,0.052520532,0.08803357
10x30,0.0073974254,0.017892502,0.10692806,0.01957359,1.841614e-06,0.00074449676,0.022021675,0.20831032,0.051590726,0.022225117,0.112827495,0.030957883,0.049885273,0.002564709,0.0075653396,0.06350517,0.027323535,0.061066978,0.050085045,0.045471262,0.09206156
10x32,0.004458771,0.014320836,0.09921491,0.014974312,1.5109462e-06,0.0029165833,0.028180633,0.22068278,0.05418806,0.02730587,0.11525987,0.031987518,0.03259951,0.022270901,0.0034495955,0.05803932,0.032793887,0.05334834,0.0495536,0.04054497,0.09390823
10x34,0.0060617975,0.0077837617,0.10732948,0.013101396,1.6757194e-06,0.017265402,0.03628256,0.23737289,0.058489818,0.017322183,0.10787093,0.025948323,0.04813437,0.0026888945,0.002738744,0.058358725,0.009351059,0.081261836,0.04657726,0.02899382,0.08706499
10x36,0.009729727,0.02155222,0.09951556,0.016190175,3.072093e-06,0.0050909435,0.043914333,0.23761824,0.05688073,0.015580255,0.11171743,0.012830161,0.039421964,0.009458838,0.0073186085,0.066955514,0.009672257,0.080978274,0.044934973,0.02787096,0.082765825
10x38,0.013765251,0.05196426,0.11216146,0.019419245,2.3754274e-06,0.0032826136,0.045496386,0.2117248,0.058745526,0.009409968,0.10351501,0.011703369,0.03928505,0.008666785,0.00921518,0.06387423,0.01013206,0.05485262,0.049322244,0.029889688,0.09357185
10x40,0.01592377,0.018831417,0.111912735,0.029579757,0.0017827207,0.010629892,0.039338052,0.21362253,0.07209915,0.014631667,0.1024705,0.029732795,0.020811284,0.007522513,0.014130919,0.057161193,0.011975674,0.05410727,0.05098411,0.032068465,0.09068362
10x44,0.014929489,0.008872389,0.12683268,0.0332806,3.725526e-06,0.0021412852,0.035379082,0.25020272,0.076772735,0.011805244,0.10104489,0.032784946,0.011180311,0.0053856783,0.021932665,0.055787552,0.011502702,0.045032408,0.046544325,0.02903825,0.079546385
10x46,0.014791781,0.009960604,0.123207316,0.033437382,9.486703e-06,0.0016283275,0.027072644,0.25082198,0.07684508,0.013369455,0.109600425,0.031347096,0.011748419,0.00463522,0.0238572,0.05974859,0.013121268,0.04302807,0.050153717,0.027125055,0.07449084
10x48,0.016444756,0.013450747,0.120606795,0.033339918,0.0033059223,0.004564291,0.028341908,0.24088421,0.07398872,0.0167663,0.1053405,0.033748586,0.01718676,0.0068893866,0.023603063,0.056763813,0.014405307,0.042832274,0.04599681,0.028336363,0.073203556
11x25,0.022052031,0.017341938,0.1095719,0.03466394,0.003555108,0.006919084,0.029985087,0.22801109,0.059019618,0.015079047,0.082448654,0.021685647,0.02898257,0.005463775,0.023013473,0.053186864,0.022629121,0.042194054,0.05516528,0.057254534,0.08177712
11x27,0.016099613,0.012169697,0.11016534,0.030365793,0.0019292965,0.013455059,0.02882619,0.20542595,0.060946953,0.018910274,0.089979805,0.027544005,0.0472194,0.004196682,0.014564875,0.05507226,0.017177809,0.04768314,0.056831386,0.053835392,0.08760109
11x29,0.009308001,0.018417075,0.10463193,0.024466725,8.247269e-06,0.0018307139,0.026817758,0.22585571,0.05682904,0.01766658,0.09933674,0.030664196,0.03313415,0.0029373874,0.011617798,0.056895044,0.021743186,0.058548357,0.050888706,0.05232712,0.0960755
11x31,0.009579929,0.01623105,0.10446274,0.019976383,0.0016190745,0.006479044,0.029252483,0.20924377,0.05344222,0.02118672,0.09987521,0.027506681,0.04012134,0.0069426224,0.007072751,0.06166408,0.022821797,0.06803959,0.050646853,0.04247231,0.1013634
11x33,0.010001045,0.01838004,0.095689274,0.01714659,0.0020695527,0.007998543,0.03548346,0.22835773,0.05094716,0.02169661,0.111335374,0.024037395,0.03929171,0.008129768,0.0076707983,0.07068179,0.016872957,0.06998651,0.048030097,0.035274997,0.08091866
11x35,0.0115686925,0.012916249,0.08775812,0.01309256,0.0020873356,0.01956023,0.040030148,0.22499444,0.058826737,0.016863598,0.12123698,0.011893749,0.06782624,0.010145872,0.005685609,0.054240093,0.008299449,0.08565605,0.047095675,0.022914045,0.07730805
11x37,0.011923215,0.0381746,0.1089367,0.015337076,0.0011559081,0.0163322,0.051896986,0.20779952,0.050149713,0.011720394,0.102339886,0.007723592,0.04039891,0.042937085,0.009294222,0.06160491,0.009134164,0.049779452,0.049089115,0.026367288,0.08790506
11x39,0.01414466,0.046043944,0.11665602,0.02072435,2.5085674e-06,0.0033198688,0.03998987,0.21463661,0.058403388,0.011915843,0.10973866,0.015814852,0.032619864,0.00412511,0.010307136,0.06484817,0.0102768075,0.057027917,0.05113978,0.02690859,0.09135605
11x41,0.015380113,0.015741622,0.11566786,0.028743645,1.7058588e-05,0.011912956,0.033048898,0.21797721,0.067858726,0.018454885,0.109742574,0.031620312,0.019490173,0.0070076548,0.01489662,0.06126531,0.012825657,0.05333165,0.047686324,0.029969577,0.08736115
11x43,0.014264798,0.0066823945,0.12726484,0.03335462,4.140013e-06,0.008984238,0.028792197,0.24158494,0.07263726,0.012390978,0.10853225,0.027633967,0.010855259,0.0054215277,0.023098083,0.0583055,0.014187805,0.04651109,0.047618102,0.028545627,0.083330356
11x45,0.01721131,0.013306886,0.11993446,0.030488698,0.0036371702,0.0072668237,0.033945225,0.24179864,0.07157101,0.015381915,0.10308653,0.027994642,0.014485197,0.008674043,0.021800274,0.057775658,0.013973114,0.047436517,0.045317378,0.02863756,0.07627694
11x47,0.0116605805,0.006579557,0.13124387,0.031780344,1.6992816e-06,1.8597904e-05,0.023574943,0.26708165,0.07950366,0.010897657,0.113284506,0.02928132,0.00982235,0.0027543255,0.025627846,0.056641627,0.011281313,0.038400225,0.046877246,0.025161142,0.07852551
11x49,0.01550274,0.0110152,0.12099222,0.03319963,0.0022317234,0.0042612264,0.025998428,0.24290529,0.07975651,0.016676323,0.10286018,0.040389646,0.013793493,0.0067321695,0.022899041,0.056507785,0.014986373,0.041430842,0.04450986,0.028320774,0.07503047
12x22,0.017289735,0.018344007,0.10040751,0.03064309,0.00019728908,0.0049878056,0.025790986,0.20973584,0.056973264,0.016250554,0.099434175,0.027839812,0.0420719,0.0039589526,0.01866786,0.046957683,0.028292924,0.04008816,0.0482396,0.085044354,0.07878452
12x24,0.020107182,0.017649746,0.10903052,0.030400865,2.811159e-06,0.0023517364,0.02462341,0.2318656,0.058025453,0.0135978395,0.09278189,0.021066874,0.03626245,0.001062997,0.017172322,0.052323833,0.023343902,0.04264797,0.055311892,0.06466959,0.08570109
12x26,0.013191015,0.015235264,0.110550866,0.02874506,2.1044405e-06,0.0033444213,0.026966143,0.2201727,0.059930876,0.0131221,0.09285906,0.021106774,0.048196338,0.00095472933,0.0156003805,0.058767486,0.019958476,0.046783283,0.05236029,0.062576056,0.08957652
12x28,0.01005457,0.008641268,0.10268348,0.022245744,3.0334597e-06,0.004957573,0.03166722,0.23115465,0.0780419,0.020583697,0.09156127,0.033221755,0.032756682,0.0016742112,0.007894346,0.05671029,0.01588405,0.052446775,0.05563801,0.0491372,0.093042314
12x30,0.009391427,0.01332989,0.10398394,0.02116398,6.335847e-05,0.0054233964,0.03124771,0.2163661,0.05554929,0.020956647,0.10156534,0.039052997,0.041703604,0.0042883777,0.006345377,0.06080288,0.019946042,0.06428176,0.053076755,0.03952936,0.0919318
12x32,0.008429126,0.014540949,0.10161173,0.02033558,2.9840794e-05,0.005874321,0.027380804,0.2199649,0.045147676,0.023738086,0.10981976,0.03034766,0.04344535,0.0047929836,0.007736513,0.07443346,0.017678503,0.06474689,0.049408726,0.040581863,0.0899552
12x34,0.009610526,0.025243966,0.10014251,0.010756937,2.9353187e-06,0.010699631,0.040509734,0.22739601,0.042368516,0.016375378,0.12850244,0.016757026,0.06458088,0.011017771,0.005288361,0.05541975,0.009412839,0.06828346,0.04593642,0.0209312,0.09076364
12x36,0.011099451,0.014609726,0.10996883,0.013616457,8.4219655e-06,0.0293973,0.046147577,0.22447611,0.05275735,0.0149199935,0.099176824,0.00849652,0.058634464,0.016122008,0.0064391484,0.051253222,0.007672705,0.07674028,0.046514485,0.02532375,0.08662535
12x38,0.011357019,0.052866366,0.10433625,0.018200925,2.7524446e-05,0.006198378,0.04242894,0.2033158,0.048239682,0.01281246,0.11483563,0.00882604,0.046707593,0.01257114,0.022299122,0.058405183,0.011686433,0.058417425,0.04449055,0.030433854,0.091543674
12x40,0.013573216,0.024539452,0.11232885,0.028856201,8.328626e-05,0.007045239,0.03505918,0.21264912,0.064352416,0.01673719,0.113070585,0.026385617,0.023180867,0.0071914946,0.016752576,0.06389809,0.012402199,0.05418224,0.050259784,0.030420557,0.087031856
12x42,0.01640932,0.011951522,0.11934161,0.03324357,0.001122664,0.0105857765,0.028108977,0.21911941,0.06747851,0.016648721,0.108835176,0.030609922,0.014486665,0.0077420794,0.02291743,0.05953967,0.015140565,0.04761721,0.05144606,0.03263426,0.085020855
12x44,0.01822574,0.01165445,0.11966004,0.026748976,0.0076181516,0.006918998,0.037147492,0.2434867,0.06573287,0.0148580475,0.102968775,0.030751904,0.013531633,0.007340443,0.015927821,0.06666062,0.012733887,0.05291638,0.04167645,0.025842167,0.07759837
12x46,0.016634908,0.008674813,0.124099284,0.032837115,0.0070497827,0.015280445,0.025605103,0.24357636,0.07088524,0.0133904535,0.10165959,0.023844818,0.01613532,0.007207203,0.03654461,0.04770191,0.014959993,0.043455463,0.04371204,0.029317226,0.077428274
12x48,0.016343463,0.01098883,0.1217788,0.034312412,0.0031666302,0.0042285807,0.024797272,0.24515991,0.07974305,0.017475842,0.10207133,0.039426155,0.013696937,0.0066301934,0.02436648,0.054708075,0.0153953945,0.03886904,0.04493392,0.029177902,0.072729774
13x21,0.012498854,0.015169072,0.10469581,0.030064356,0.0014785671,0.0072163865,0.028994475,0.21532476,0.056613363,0.020873593,0.09137664,0.033037078,0.048188142,0.0039353813,0.0106379455,0.05909355,0.017796833,0.049301885,0.047501717,0.062253088,0.08394851
13x23,0.016490817,0.015192972,0.10296904,0.025538297,0.0026194542,0.008872916,0.03464324,0.22723597,0.06724779,0.02378499,0.08270807,0.03614045,0.032956157,0.004552572,0.0108081205,0.05179782,0.016653745,0.049453843,0.048121974,0.05878891,0.08342291
13x25,0.01721217,0.01607491,0.115579724,0.026235256,2.6439645e-06,0.007951498,0.029253215,0.22745772,0.053025495,0.014641334,0.09109833,0.01850847,0.04438913,0.0013272894,0.014727222,0.05376816,0.018631868,0.04901478,0.054533888,0.056717485,0.08984942
13x27,0.020962002,0.009510658,0.10061838,0.022346944,0.002206895,0.017611831,0.039123286,0.226317,0.057923984,0.016330333,0.09255899,0.019676303,0.051794305,0.0049966644,0.009473844,0.049368124,0.011202115,0.054819882,0.05631489,0.04746774,0.08937583
13x29,0.014383998,0.009471985,0.11901308,0.01936486,3.163781e-05,0.016528102,0.034898385,0.22445954,0.057403527,0.015371622,0.08727861,0.030996552,0.037063874,0.004373029,0.00625086,0.061180793,0.011733828,0.06263248,0.06576196,0.033593617,0.08820758
13x31,0.009171049,0.0076060263,0.12452006,0.017602235,9.8618e-06,0.008422463,0.03600743,0.21588874,0.049203668,0.02658015,0.08723052,0.035937697,0.03227516,0.0046398183,0.0047070836,0.048808213,0.016855711,0.06316006,0.06153025,0.04609296,0.10375079
13x33,0.007184317,0.013098271,0.09727989,0.015957842,4.6247974e-06,0.004565456,0.027646326,0.21041825,0.048235487,0.031258013,0.11750469,0.035387717,0.061090197,0.004921724,0.00564659,0.07361343,0.012204575,0.065638684,0.041544866,0.038648907,0.088150166
13x35,0.0091642095,0.013745179,0.1007362,0.01111644,1.3156358e-05,0.009317881,0.04006691,0.22168893,0.044811178,0.024034748,0.12408717,0.020229386,0.054685097,0.0067588366,0.0054903096,0.06295089,0.012792919,0.07853666,0.046091177,0.02472506,0.08895761
13x37,0.008718213,0.022659674,0.10010201,0.012583227,4.584682e-06,0.014709095,0.045370586,0.21109357,0.04950846,0.0193712,0.11851044,0.010869254,0.053252153,0.033294797,0.007920869,0.05980594,0.008946008,0.058618743,0.046158418,0.028652895,0.08984987
13x39,0.01206848,0.049705382,0.10910141,0.020294107,1.5167142e-05,0.007607812,0.039004188,0.21272054,0.05368188,0.014148493,0.11511669,0.015108924,0.03548795,0.0067101875,0.015002001,0.061719693,0.0110430885,0.059901398,0.04579612,0.02920876,0.08655777
13x41,0.015197874,0.019112756,0.11228306,0.027787061,1.4518881e-05,0.005761329,0.02873559,0.21819091,0.0572462,0.016784983,0.11683738,0.026248617,0.01888949,0.005737768,0.03251115,0.06527247,0.012565251,0.05040255,0.049237944,0.03197823,0.08920475
13x43,0.01261805,0.0062855044,0.11619977,0.0279352,6.976946e-06,0.004559696,0.030506548,0.23831059,0.0676853,0.011546014,0.1174061,0.03252791,0.012413738,0.0044761864,0.012519186,0.07065373,0.017340895,0.06764502,0.04173391,0.02598428,0.081645384
13x45,0.0145570235,0.0096312,0.12610745,0.032589994,0.033155676,0.006298934,0.027358193,0.24234675,0.06505931,0.012999901,0.09388459,0.022809617,0.012926539,0.006989468,0.031605173,0.042397738,0.015084967,0.044220153,0.044628065,0.030849127,0.08450019
13x47,0.015801005,0.009301817,0.12686618,0.037248712,0.005325371,0.0053797495,0.024744758,0.24755488,0.07687658,0.013194549,0.09926833,0.028082116,0.013461545,0.006007199,0.035863023,0.049962983,0.017647479,0.037836462,0.04602705,0.029862547,0.07368762
13x49,0.013890999,0.007119521,0.12905976,0.03435702,7.907528e-06,0.0015334804,0.026057,0.26227492,0.077009924,0.012525356,0.10211345,0.028790914,0.011065935,0.00340597,0.033265494,0.053242028,0.0142446915,0.03809712,0.046902735,0.026898833,0.07813703
14x18,0.009839946,0.01798098,0.115421936,0.037325982,6.3046673e-06,0.009624213,0.02980372,0.23527852,0.046154514,0.017153831,0.07971652,0.020348476,0.039684188,0.0038425988,0.0063716047,0.07100459,0.023658443,0.049535446,0.046984207,0.06538016,0.07488381
14x20,0.012274612,0.007949087,0.11143396,0.023330303,2.8107017e-06,0.014228835,0.04102491,0.24998033,0.059044056,0.013223587,0.08333543,0.0197077,0.046150092,0.0016733436,0.0049242685,0.05645608,0.01094597,0.06128782,0.04727771,0.05010771,0.08564137
14x22,0.010425054,0.029272981,0.1165834,0.021129215,2.5021868e-06,0.011294058,0.031822786,0.2405622,0.06651386,0.013165941,0.07619995,0.050752368,0.039415095,0.0012520471,0.005675116,0.047516715,0.010179265,0.040941983,0.048253607,0.05089187,0.08815001
14x24,0.012790521,0.015263591,0.11544238,0.021535771,4.454786e-06,0.0047497586,0.03261929,0.23908754,0.05386444,0.016967876,0.09485686,0.023948506,0.037099615,0.0017200074,0.008360317,0.06293094,0.018854698,0.055989876,0.049694896,0.048856746,0.08536191
14x26,0.038866654,0.010565313,0.10104409,0.03195327,1.9680781e-05,0.007825806,0.03032815,0.23357628,0.042440772,0.018036926,0.08772311,0.023741527,0.031683967,0.0038248168,0.017880594,0.0524073,0.011157534,0.044392914,0.051815435,0.07908287,0.08163304
14x28,0.03314494,0.013029349,0.11072927,0.020834377,3.7013906e-06,0.029368516,0.04094726,0.2224211,0.049996097,0.011676999,0.076849565,0.01777382,0.060828783,0.0028259703,0.005160791,0.041692708,0.007572554,0.058007825,0.067550205,0.033653855,0.09593235
14x30,0.023350803,0.0060269805,0.104804315,0.014505684,4.708971e-06,0.030748438,0.03736307,0.22199602,0.053149268,0.015283544,0.0881366,0.018828006,0.061388135,0.0049684597,0.005708666,0.04700563,0.008921484,0.074839726,0.051948227,0.037033834,0.09398847
14x32,0.009148249,0.007559051,0.1294709,0.013808689,4.6953696e-06,0.013030294,0.0396764,0.225717,0.048067972,0.02075673,0.094531454,0.03460763,0.03888525,0.014014445,0.005424761,0.05154844,0.009780539,0.05362769,0.04137865,0.055157263,0.09380385
14x34,0.0074464367,0.011939458,0.09239331,0.016184477,3.7281209e-06,0.005505027,0.026160086,0.20609279,0.042998,0.030647868,0.12639312,0.030503506,0.06652827,0.00314761,0.006214931,0.07941921,0.0117944125,0.07200138,0.04163611,0.03932031,0.08366993
14x36,0.009713807,0.013347877,0.08676041,0.013746974,1.0199876e-05,0.0131586455,0.040819377,0.2313581,0.04422925,0.025608318,0.13240093,0.012694936,0.04318072,0.0130089205,0.008762806,0.06329996,0.010103646,0.0823192,0.04233614,0.029705172,0.08343457
14x38,0.0101774335,0.072937034,0.10128609,0.01165196,1.4210053e-05,0.014783964,0.041360557,0.22345665,0.049464036,0.012389474,0.12093343,0.0076629203,0.053406376,0.011009725,0.00903911,0.052596882,0.007446978,0.062719434,0.03820292,0.020268647,0.07919214
14x40,0.012030361,0.035734225,0.10916157,0.021844916,1.9586849e-05,0.0040167533,0.03649621,0.21428202,0.059009,0.0164398,0.114567995,0.025134774,0.028315766,0.005948252,0.0193194,0.06150206,0.011868592,0.055913858,0.047641773,0.029758343,0.09099471
14x42,0.01758343,0.011859175,0.11810012,0.029988924,0.0009177026,0.016922822,0.031649668,0.22061525,0.065385744,0.015366705,0.10753402,0.027876932,0.018419228,0.006261755,0.016573923,0.062100507,0.012059355,0.054916136,0.05020002,0.03061734,0.08505122
14x44,0.015749086,0.02082079,0.12115075,0.02418951,0.009652477,0.01150878,0.035278328,0.23917717,0.06711827,0.012978581,0.09866033,0.02935743,0.016085574,0.023603715,0.0151417535,0.057072192,0.011907112,0.038548566,0.045103684,0.026938234,0.079957694
14x46,0.012987329,0.009722186,0.12792985,0.036564786,0.0178427,0.006342864,0.021619739,0.26152155,0.061762594,0.013281381,0.08907959,0.024936538,0.015536897,0.006062151,0.03856557,0.036224794,0.013962994,0.038353935,0.04947802,0.034512695,0.0837118
14x48,0.015995264,0.010264061,0.12648505,0.041807566,0.010191259,0.004224304,0.02008889,0.24809083,0.07580375,0.013792172,0.09538206,0.029391686,0.014906517,0.0056931605,0.0413983,0.0478924,0.018052047,0.03238721,0.046756748,0.029609066,0.07178765
14x50,0.017021239,0.009596157,0.123876594,0.0339617,0.0028816855,0.010094631,0.027129345,0.24660988,0.07797777,0.015068862,0.09634121,0.03055952,0.013757068,0.00625911,0.029543042,0.055449534,0.0151223,0.040556606,0.045626607,0.029141737,0.0734254
15x17,0.009681286,0.025772987,0.113210045,0.023703901,2.3214507e-05,0.009383881,0.034552332,0.2278931,0.05056906,0.020260196,0.08152485,0.023615474,0.033208065,0.003493544,0.005581025,0.06600826,0.03245789,0.05450592,0.04998887,0.05317754,0.08138857
15x19,0.0125310235,0.010920906,0.11576606,0.031286012,0.0011636914,0.016859384,0.042930182,0.24656232,0.05859633,0.013516557,0.07273858,0.020886702,0.048899718,0.004729032,0.0069792224,0.054164007,0.013406134,0.051041428,0.04716405,0.0496671,0.08019154
15x21,0.010700982,0.009227014,0.109547116,0.02167076,2.3941268e-06,0.012118991,0.039371055,0.23890649,0.06297435,0.013986291,0.085674375,0.02509915,0.05516243,0.0014672002,0.005067026,0.05358013,0.009399727,0.05925207,0.04954362,0.0477798,0.08946902
15x23,0.011117095,0.012886068,0.109561145,0.020132368,0.001720126,0.0058116494,0.03264803,0.22553797,0.057196524,0.024689464,0.086417,0.043340757,0.039057083,0.0037614636,0.0077861776,0.06069011,0.013329202,0.051379476,0.045892425,0.05970558,0.087340295
15x25,0.0155778965,0.020699508,0.1031219,0.023131847,0.002952948,0.006408028,0.030080184,0.24959761,0.048498362,0.02224147,0.094189405,0.023129307,0.039760064,0.005192641,0.014029281,0.056974243,0.017431475,0.05927332,0.041052494,0.04680907,0.07984894
15x27,0.017919274,0.012552447,0.10395347,0.020869039,0.0012453191,0.010585408,0.033275265,0.23667553,0.04725988,0.019320048,0.09425967,0.024838226,0.043536182,0.0036834655,0.011760689,0.058959793,0.01577361,0.058040056,0.05201293,0.046585165,0.08689463
15x29,0.013186086,0.008235498,0.10174862,0.016744463,5.289131e-06,0.014478989,0.040137455,0.22706668,0.06335928,0.017809207,0.08782096,0.036298625,0.050141126,0.0027654008,0.005158489,0.050381593,0.009734167,0.06537062,0.057080165,0.038067933,0.09440936
15x31,0.012604533,0.0063025695,0.109259516,0.011568736,1.9262616e-05,0.018395873,0.044667672,0.23536748,0.060603358,0.016380573,0.08748603,0.03277555,0.04623696,0.0048604417,0.004458814,0.048332818,0.009681138,0.07381702,0.043340527,0.03827532,0.095565826
15x33,0.008325311,0.00949816,0.100700475,0.0135228075,7.981995e-06,0.005837094,0.034388416,0.21800815,0.046768557,0.027649196,0.112691395,0.035224177,0.06029529,0.0036804841,0.0047540874,0.065043226,0.012513489,0.068543404,0.04211278,0.042921722,0.0875138
15x35,0.00792353,0.007701719,0.090193465,0.013333248,4.8772304e-06,0.021922953,0.03510985,0.2200674,0.041769873,0.024281928,0.12326671,0.012559387,0.07875341,0.005819873,0.010110029,0.05934364,0.007651972,0.081584595,0.041225504,0.031626046,0.085750006
15x37,0.008344569,0.020023707,0.079586,0.01127945,1.7180846e-05,0.013551277,0.033556327,0.22245504,0.03885094,0.024794558,0.16690634,0.008145489,0.062815525,0.021561857,0.013800009,0.052477106,0.0082664,0.066983,0.047646042,0.022666302,0.07627284
15x39,0.013749211,0.07875832,0.093044564,0.012669381,6.873255e-05,0.008310748,0.034881048,0.22380517,0.046305574,0.012718677,0.12759164,0.009622927,0.06553614,0.008518407,0.013605626,0.05160919,0.008117487,0.055959143,0.035385255,0.020719498,0.07902334
15x41,0.013247853,0.022592854,0.118208006,0.02844608,9.205822e-06,0.007023117,0.041897427,0.2084635,0.061078206,0.017110927,0.11530868,0.018032445,0.022038374,0.00767188,0.017187761,0.06165503,0.012671502,0.056183137,0.051253274,0.030761708,0.08915898
15x43,0.017153112,0.010382445,0.11854214,0.030416206,0.001798133,0.021284426,0.03086343,0.22882576,0.06895083,0.0147364605,0.10501572,0.021222312,0.0217182,0.011472575,0.016075602,0.055644773,0.01241853,0.052997597,0.050197013,0.029482096,0.08080268
15x45,0.014227759,0.010706712,0.12266306,0.033026002,0.007187385,0.012500014,0.021786155,0.2551215,0.07049775,0.014584272,0.09420116,0.0346944,0.013323994,0.008637963,0.030876378,0.045610946,0.014565585,0.039803907,0.04809516,0.029690562,0.07819936
